Gene,Perturbed_Notochord_count,Unperturbed_Notochord_count,Perturbed_Prechordal_count,Unperturbed_Prechordal_count,Notochord_LogFC,Prechordal_LogFC,Total_cells
ACCS,634,634,107,107,0.0,0.0,741
ADNP2A,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
ADNPA,652,634,89,107,0.04038912409167036,-0.26573355543474925,741
ADNPB,634,634,107,107,0.0,0.0,741
AEBP2,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
AHR1A,634,634,107,107,0.0,0.0,741
AHR1B,634,634,107,107,0.0,0.0,741
AHR2,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
AHRRB,634,634,107,107,0.0,0.0,741
AL627305.1,634,634,107,107,0.0,0.0,741
AL645691.1,634,634,107,107,0.0,0.0,741
AL645691.2,634,634,107,107,0.0,0.0,741
AL929028.1,634,634,107,107,0.0,0.0,741
AL935280.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ALX1,634,634,107,107,0.0,0.0,741
ALX3,634,634,107,107,0.0,0.0,741
ALX4A,634,634,107,107,0.0,0.0,741
ALX4B,634,634,107,107,0.0,0.0,741
AR,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ARID1AB,634,634,107,107,0.0,0.0,741
ARID2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ARID3A,634,634,107,107,0.0,0.0,741
ARID3B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ARID3C,634,634,107,107,0.0,0.0,741
ARID5A,634,634,107,107,0.0,0.0,741
ARID5B,634,634,107,107,0.0,0.0,741
ARL14EP,589,634,152,107,-0.10621520630894654,0.5064605270424385,741
ARNT,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ARNT2,568,634,173,107,-0.15859191063472522,0.6931612412355778,741
ARNTL1A,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
ARNTL1B,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
ARNTL2,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
ARXA,634,634,107,107,0.0,0.0,741
ASCL1A,634,634,107,107,0.0,0.0,741
ASCL1B,634,634,107,107,0.0,0.0,741
ATF1,654,634,87,107,0.044807795358675316,-0.29852349055241867,741
ATF2,634,634,107,107,0.0,0.0,741
ATF3,634,634,107,107,0.0,0.0,741
ATF4A,634,634,107,107,0.0,0.0,741
ATF4B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
ATF5A,634,634,107,107,0.0,0.0,741
ATF5B,634,634,107,107,0.0,0.0,741
ATF6,587,634,154,107,-0.11112233702935503,0.5253195542937543,741
ATF7A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ATF7B,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ATMIN,634,634,107,107,0.0,0.0,741
ATOH1A,634,634,107,107,0.0,0.0,741
ATOH1B,634,634,107,107,0.0,0.0,741
ATOH1C,634,634,107,107,0.0,0.0,741
ATOH7,634,634,107,107,0.0,0.0,741
ATOH8,634,634,107,107,0.0,0.0,741
BACH1A,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
BACH1B,634,634,107,107,0.0,0.0,741
BACH2A,628,634,113,107,-0.013718281247780323,0.07871197601404076,741
BACH2B,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
BARHL1A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BARHL1B,634,634,107,107,0.0,0.0,741
BARHL2,634,634,107,107,0.0,0.0,741
BARX1,634,634,107,107,0.0,0.0,741
BARX2,634,634,107,107,0.0,0.0,741
BATF,634,634,107,107,0.0,0.0,741
BATF3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BAZ2A,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
BAZ2B,634,634,107,107,0.0,0.0,741
BAZ2BA,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
BBX,634,634,107,107,0.0,0.0,741
BCL11AA,634,634,107,107,0.0,0.0,741
BCL11AB,634,634,107,107,0.0,0.0,741
BCL11BA,634,634,107,107,0.0,0.0,741
BCL6A,617,634,124,107,-0.03921235098998945,0.21272932398572814,741
BCL6AB,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BCL6B,634,634,107,107,0.0,0.0,741
BHLHA15,634,634,107,107,0.0,0.0,741
BHLHA9,634,634,107,107,0.0,0.0,741
BHLHE22,634,634,107,107,0.0,0.0,741
BHLHE23,634,634,107,107,0.0,0.0,741
BHLHE40,634,634,107,107,0.0,0.0,741
BHLHE41,634,634,107,107,0.0,0.0,741
BLF,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BNC1,634,634,107,107,0.0,0.0,741
BNC2,634,634,107,107,0.0,0.0,741
BSX,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
BX000477.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX000701.1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
BX000701.2,634,634,107,107,0.0,0.0,741
BX000701.3,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
BX000703.1,634,634,107,107,0.0,0.0,741
BX004873.1,634,634,107,107,0.0,0.0,741
BX004873.2,634,634,107,107,0.0,0.0,741
BX005085.3,625,634,116,107,-0.0206266505899579,0.11651400872642503,741
BX005085.4,634,634,107,107,0.0,0.0,741
BX005085.6,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
BX005417.2,634,634,107,107,0.0,0.0,741
BX005448.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX005448.2,634,634,107,107,0.0,0.0,741
BX088712.2,634,634,107,107,0.0,0.0,741
BX248122.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX248128.1,634,634,107,107,0.0,0.0,741
BX255935.1,634,634,107,107,0.0,0.0,741
BX276122.1,634,634,107,107,0.0,0.0,741
BX293993.1,634,634,107,107,0.0,0.0,741
BX294653.1,634,634,107,107,0.0,0.0,741
BX321873.1,634,634,107,107,0.0,0.0,741
BX321887.1,634,634,107,107,0.0,0.0,741
BX321887.2,634,634,107,107,0.0,0.0,741
BX321887.3,634,634,107,107,0.0,0.0,741
BX322597.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
BX323023.1,634,634,107,107,0.0,0.0,741
BX323023.2,634,634,107,107,0.0,0.0,741
BX324003.1,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
BX324003.3,634,634,107,107,0.0,0.0,741
BX324142.2,634,634,107,107,0.0,0.0,741
BX324142.3,634,634,107,107,0.0,0.0,741
BX324155.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX324179.1,634,634,107,107,0.0,0.0,741
BX324179.2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX324179.3,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
BX324216.1,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
BX324216.4,634,634,107,107,0.0,0.0,741
BX465848.1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
BX465848.2,634,634,107,107,0.0,0.0,741
BX465848.3,634,634,107,107,0.0,0.0,741
BX470115.1,634,634,107,107,0.0,0.0,741
BX470115.2,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
BX470149.1,634,634,107,107,0.0,0.0,741
BX470200.3,634,634,107,107,0.0,0.0,741
BX510909.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
BX510909.2,634,634,107,107,0.0,0.0,741
BX510934.1,634,634,107,107,0.0,0.0,741
BX511020.1,634,634,107,107,0.0,0.0,741
BX511078.1,634,634,107,107,0.0,0.0,741
BX511078.2,634,634,107,107,0.0,0.0,741
BX511078.3,634,634,107,107,0.0,0.0,741
BX511182.1,634,634,107,107,0.0,0.0,741
BX511215.1,634,634,107,107,0.0,0.0,741
BX511215.2,634,634,107,107,0.0,0.0,741
BX530097.1,634,634,107,107,0.0,0.0,741
BX537137.2,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
BX539341.1,634,634,107,107,0.0,0.0,741
BX548067.1,634,634,107,107,0.0,0.0,741
BX548067.2,634,634,107,107,0.0,0.0,741
BX548173.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
BX548173.2,634,634,107,107,0.0,0.0,741
BX571664.1,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
BX571760.1,634,634,107,107,0.0,0.0,741
BX571760.2,634,634,107,107,0.0,0.0,741
BX571878.1,634,634,107,107,0.0,0.0,741
BX572103.1,634,634,107,107,0.0,0.0,741
BX572103.2,634,634,107,107,0.0,0.0,741
BX572103.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX572103.4,634,634,107,107,0.0,0.0,741
BX640461.2,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
BX640584.1,634,634,107,107,0.0,0.0,741
BX640584.2,634,634,107,107,0.0,0.0,741
BX640584.3,634,634,107,107,0.0,0.0,741
BX649417.1,634,634,107,107,0.0,0.0,741
BX649417.2,634,634,107,107,0.0,0.0,741
BX649453.3,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
BX649497.1,634,634,107,107,0.0,0.0,741
BX649556.1,634,634,107,107,0.0,0.0,741
BX663505.1,634,634,107,107,0.0,0.0,741
BX663505.2,634,634,107,107,0.0,0.0,741
BX664605.2,634,634,107,107,0.0,0.0,741
BX664622.1,634,634,107,107,0.0,0.0,741
BX664622.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
BX842593.1,634,634,107,107,0.0,0.0,741
BX855614.3,634,634,107,107,0.0,0.0,741
BX890539.1,634,634,107,107,0.0,0.0,741
BX897726.1,634,634,107,107,0.0,0.0,741
BX901907.1,634,634,107,107,0.0,0.0,741
BX927193.1,634,634,107,107,0.0,0.0,741
BX927287.3,634,634,107,107,0.0,0.0,741
BX927290.1,634,634,107,107,0.0,0.0,741
BX936303.1,634,634,107,107,0.0,0.0,741
BX936303.2,634,634,107,107,0.0,0.0,741
BX936350.1,634,634,107,107,0.0,0.0,741
CABZ01001457.1,634,634,107,107,0.0,0.0,741
CABZ01001464.1,634,634,107,107,0.0,0.0,741
CABZ01002345.1,634,634,107,107,0.0,0.0,741
CABZ01002718.1,634,634,107,107,0.0,0.0,741
CABZ01002768.1,617,634,124,107,-0.03921235098998945,0.21272932398572814,741
CABZ01002768.2,634,634,107,107,0.0,0.0,741
CABZ01003344.1,634,634,107,107,0.0,0.0,741
CABZ01003344.2,634,634,107,107,0.0,0.0,741
CABZ01011447.1,634,634,107,107,0.0,0.0,741
CABZ01015530.1,634,634,107,107,0.0,0.0,741
CABZ01017723.1,634,634,107,107,0.0,0.0,741
CABZ01017733.1,634,634,107,107,0.0,0.0,741
CABZ01017733.2,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CABZ01017734.1,634,634,107,107,0.0,0.0,741
CABZ01019474.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CABZ01021450.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CABZ01021450.2,634,634,107,107,0.0,0.0,741
CABZ01021450.3,634,634,107,107,0.0,0.0,741
CABZ01021450.4,634,634,107,107,0.0,0.0,741
CABZ01021453.1,634,634,107,107,0.0,0.0,741
CABZ01021454.1,634,634,107,107,0.0,0.0,741
CABZ01021454.2,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CABZ01022254.1,634,634,107,107,0.0,0.0,741
CABZ01029938.2,634,634,107,107,0.0,0.0,741
CABZ01031998.1,634,634,107,107,0.0,0.0,741
CABZ01032351.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CABZ01033178.1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CABZ01033178.2,616,634,125,107,-0.04155248944450596,0.22431729826094013,741
CABZ01033180.1,634,634,107,107,0.0,0.0,741
CABZ01033540.1,634,634,107,107,0.0,0.0,741
CABZ01034082.1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
CABZ01034089.1,634,634,107,107,0.0,0.0,741
CABZ01038979.1,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
CABZ01041962.1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
CABZ01048399.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
CABZ01048402.2,634,634,107,107,0.0,0.0,741
CABZ01050663.1,634,634,107,107,0.0,0.0,741
CABZ01051641.1,634,634,107,107,0.0,0.0,741
CABZ01051641.2,634,634,107,107,0.0,0.0,741
CABZ01051902.1,634,634,107,107,0.0,0.0,741
CABZ01054392.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CABZ01054394.1,634,634,107,107,0.0,0.0,741
CABZ01054394.2,634,634,107,107,0.0,0.0,741
CABZ01054405.1,634,634,107,107,0.0,0.0,741
CABZ01057488.2,634,634,107,107,0.0,0.0,741
CABZ01059309.1,634,634,107,107,0.0,0.0,741
CABZ01060110.1,634,634,107,107,0.0,0.0,741
CABZ01060490.1,634,634,107,107,0.0,0.0,741
CABZ01061549.1,634,634,107,107,0.0,0.0,741
CABZ01063297.1,634,634,107,107,0.0,0.0,741
CABZ01064859.1,634,634,107,107,0.0,0.0,741
CABZ01064859.2,634,634,107,107,0.0,0.0,741
CABZ01066717.1,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
CABZ01066717.2,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
CABZ01066719.1,634,634,107,107,0.0,0.0,741
CABZ01067175.1,634,634,107,107,0.0,0.0,741
CABZ01068023.1,634,634,107,107,0.0,0.0,741
CABZ01069006.1,634,634,107,107,0.0,0.0,741
CABZ01074982.1,634,634,107,107,0.0,0.0,741
CABZ01075078.1,634,634,107,107,0.0,0.0,741
CABZ01075191.1,634,634,107,107,0.0,0.0,741
CABZ01075923.1,634,634,107,107,0.0,0.0,741
CABZ01079241.1,634,634,107,107,0.0,0.0,741
CABZ01079303.1,634,634,107,107,0.0,0.0,741
CABZ01079304.1,628,634,113,107,-0.013718281247780323,0.07871197601404076,741
CABZ01079490.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CABZ01080370.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CABZ01081359.1,634,634,107,107,0.0,0.0,741
CABZ01081730.1,634,634,107,107,0.0,0.0,741
CABZ01081730.2,634,634,107,107,0.0,0.0,741
CABZ01081748.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CABZ01081748.2,634,634,107,107,0.0,0.0,741
CABZ01081752.1,593,634,148,107,-0.09645073559340366,0.46798637922780284,741
CABZ01081752.2,634,634,107,107,0.0,0.0,741
CABZ01081752.3,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
CABZ01092285.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CABZ01112210.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CABZ01115396.1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CAMTA1A,618,634,123,107,-0.03687600223503262,0.20104751893809295,741
CAMTA1B,634,634,107,107,0.0,0.0,741
CAMTA2,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CCDC78,634,634,107,107,0.0,0.0,741
CDC5L,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CDX1B,634,634,107,107,0.0,0.0,741
CDX4,356,634,385,107,-0.8326055991730097,1.8472476491811167,741
CEBPA,634,634,107,107,0.0,0.0,741
CEBPB,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
CEBPD,634,634,107,107,0.0,0.0,741
CEBPG,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
CERS2A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CERS3A,634,634,107,107,0.0,0.0,741
CERS3B,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CERS4A,642,634,99,107,0.018090456982895763,-0.11211036632153734,741
CERS4B,634,634,107,107,0.0,0.0,741
CHD4B,611,634,130,107,-0.05331046032067771,0.2809008266273074,741
CHES1,652,634,89,107,0.04038912409167036,-0.26573355543474925,741
CICA,634,634,107,107,0.0,0.0,741
CLOCKA,634,634,107,107,0.0,0.0,741
CLOCKB,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
CR293500.1,634,634,107,107,0.0,0.0,741
CR318589.1,634,634,107,107,0.0,0.0,741
CR352258.1,634,634,107,107,0.0,0.0,741
CR352258.2,634,634,107,107,0.0,0.0,741
CR356223.1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CR361547.1,634,634,107,107,0.0,0.0,741
CR361561.1,634,634,107,107,0.0,0.0,741
CR361561.2,634,634,107,107,0.0,0.0,741
CR383668.1,634,634,107,107,0.0,0.0,741
CR387997.1,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
CR388042.1,634,634,107,107,0.0,0.0,741
CR388132.2,634,634,107,107,0.0,0.0,741
CR388363.1,634,634,107,107,0.0,0.0,741
CR388416.1,634,634,107,107,0.0,0.0,741
CR391944.1,634,634,107,107,0.0,0.0,741
CR391944.2,634,634,107,107,0.0,0.0,741
CR391997.2,634,634,107,107,0.0,0.0,741
CR392354.2,634,634,107,107,0.0,0.0,741
CR407594.2,634,634,107,107,0.0,0.0,741
CR450780.1,634,634,107,107,0.0,0.0,741
CR450780.3,634,634,107,107,0.0,0.0,741
CR450785.1,634,634,107,107,0.0,0.0,741
CR450785.2,641,634,100,107,0.015841516479333677,-0.09761079662642226,741
CR450793.1,607,634,134,107,-0.06278632388372511,0.32462220405662534,741
CR759907.2,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CR769782.1,634,634,107,107,0.0,0.0,741
CR792418.1,634,634,107,107,0.0,0.0,741
CR792418.2,634,634,107,107,0.0,0.0,741
CR792418.3,634,634,107,107,0.0,0.0,741
CR792455.1,634,634,107,107,0.0,0.0,741
CR812792.1,634,634,107,107,0.0,0.0,741
CR847850.1,634,634,107,107,0.0,0.0,741
CR847850.2,634,634,107,107,0.0,0.0,741
CR847893.2,634,634,107,107,0.0,0.0,741
CR847893.3,634,634,107,107,0.0,0.0,741
CR847895.1,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
CR847895.2,634,634,107,107,0.0,0.0,741
CR847895.3,634,634,107,107,0.0,0.0,741
CR847906.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CR847941.1,634,634,107,107,0.0,0.0,741
CR847941.2,634,634,107,107,0.0,0.0,741
CR927215.1,634,634,107,107,0.0,0.0,741
CR927215.2,634,634,107,107,0.0,0.0,741
CR936540.2,634,634,107,107,0.0,0.0,741
CREB1A,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
CREB1B,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
CREB3L1,299,634,442,107,-1.084337355941302,2.0464355729902843,741
CREB3L2,634,634,107,107,0.0,0.0,741
CREB3L3A,634,634,107,107,0.0,0.0,741
CREB3L3L,634,634,107,107,0.0,0.0,741
CREB5A,634,634,107,107,0.0,0.0,741
CREB5B,634,634,107,107,0.0,0.0,741
CREBL2,669,634,72,107,0.0775233705020538,-0.5715419849588347,741
CREBZF,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
CREMA,634,634,107,107,0.0,0.0,741
CREMB,634,634,107,107,0.0,0.0,741
CRX,634,634,107,107,0.0,0.0,741
CSDC2,634,634,107,107,0.0,0.0,741
CT027609.1,634,634,107,107,0.0,0.0,741
CT573234.1,634,634,107,107,0.0,0.0,741
CT573234.2,634,634,107,107,0.0,0.0,741
CT573234.3,634,634,107,107,0.0,0.0,741
CT573263.1,634,634,107,107,0.0,0.0,741
CT573263.2,634,634,107,107,0.0,0.0,741
CT573263.3,634,634,107,107,0.0,0.0,741
CT737127.1,634,634,107,107,0.0,0.0,741
CT737127.2,634,634,107,107,0.0,0.0,741
CT737138.1,634,634,107,107,0.0,0.0,741
CT737190.1,613,634,128,107,-0.04859576644862577,0.25853301359885295,741
CT990561.2,634,634,107,107,0.0,0.0,741
CTCF,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
CU182107.1,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
CU182823.1,634,634,107,107,0.0,0.0,741
CU457778.2,634,634,107,107,0.0,0.0,741
CU457794.1,634,634,107,107,0.0,0.0,741
CU467646.4,634,634,107,107,0.0,0.0,741
CU467646.6,634,634,107,107,0.0,0.0,741
CU570769.1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
CU655961.2,647,634,94,107,0.029282871853100412,-0.18687813472350961,741
CU655961.3,634,634,107,107,0.0,0.0,741
CU655961.4,634,634,107,107,0.0,0.0,741
CU655961.5,634,634,107,107,0.0,0.0,741
CU655961.6,634,634,107,107,0.0,0.0,741
CU929037.1,634,634,107,107,0.0,0.0,741
CU929391.1,634,634,107,107,0.0,0.0,741
CU929391.2,634,634,107,107,0.0,0.0,741
CU929391.3,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
CUX1A,610,634,131,107,-0.0556735976891586,0.2919560151363033,741
CUX2B,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
CXXC1A,585,634,156,107,-0.11604621566864032,0.5439352324611013,741
CXXC1B,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
CXXC4,634,634,107,107,0.0,0.0,741
CXXC5A,634,634,107,107,0.0,0.0,741
CXXC5B,634,634,107,107,0.0,0.0,741
DBPA,634,634,107,107,0.0,0.0,741
DBPB,634,634,107,107,0.0,0.0,741
DBX1A,634,634,107,107,0.0,0.0,741
DBX1B,634,634,107,107,0.0,0.0,741
DDIT3,634,634,107,107,0.0,0.0,741
DEAF1,634,634,107,107,0.0,0.0,741
DHARMA,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
DLX1A,634,634,107,107,0.0,0.0,741
DLX2A,634,634,107,107,0.0,0.0,741
DLX2B,634,634,107,107,0.0,0.0,741
DLX3B,634,634,107,107,0.0,0.0,741
DLX4A,634,634,107,107,0.0,0.0,741
DLX4B,634,634,107,107,0.0,0.0,741
DLX5A,627,634,114,107,-0.016017397337368386,0.09142302776359458,741
DLX6A,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
DMBX1A,634,634,107,107,0.0,0.0,741
DMBX1B,634,634,107,107,0.0,0.0,741
DMD,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
DMRT1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
DMRT2A,634,634,107,107,0.0,0.0,741
DMRT2B,634,634,107,107,0.0,0.0,741
DMRT3A,634,634,107,107,0.0,0.0,741
DMRTA2,634,634,107,107,0.0,0.0,741
DMTF1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
DNMT1,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
DRGX,634,634,107,107,0.0,0.0,741
DRL,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
DZIP1L,634,634,107,107,0.0,0.0,741
E2F1,634,634,107,107,0.0,0.0,741
E2F2,644,634,97,107,0.022577847975209585,-0.1415541442140193,741
E2F3,643,634,98,107,0.02033589718853994,-0.12675714228593873,741
E2F4,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
E2F5,628,634,113,107,-0.013718281247780323,0.07871197601404076,741
E2F7,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
E2F8,640,634,101,107,0.013589064747955008,-0.08325550364935222,741
E4F1,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
EBF1A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
EBF1B,634,634,107,107,0.0,0.0,741
EBF2,634,634,107,107,0.0,0.0,741
EBF3A,634,634,107,107,0.0,0.0,741
EBF3B,634,634,107,107,0.0,0.0,741
EEF1DB,580,634,161,107,-0.1284299401244728,0.5894498917134701,741
EF1,634,634,107,107,0.0,0.0,741
EGR1,634,634,107,107,0.0,0.0,741
EGR2B,634,634,107,107,0.0,0.0,741
EGR3,634,634,107,107,0.0,0.0,741
EGR4,634,634,107,107,0.0,0.0,741
EHF,634,634,107,107,0.0,0.0,741
ELF2A,634,634,107,107,0.0,0.0,741
ELF2B,632,634,109,107,-0.004558281962304301,0.02671733837577941,741
ELF3,634,634,107,107,0.0,0.0,741
ELK1,637,634,104,107,0.006810532116893079,-0.04102726826005479,741
ELK3,634,634,107,107,0.0,0.0,741
ELK4,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
EMX1,634,634,107,107,0.0,0.0,741
EMX2,634,634,107,107,0.0,0.0,741
EMX3,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
EOMESA,638,634,103,107,0.009073583625462067,-0.054966459217928566,741
EOMESB,634,634,107,107,0.0,0.0,741
EPAS1B,634,634,107,107,0.0,0.0,741
ERF,629,634,112,107,-0.011422823260117992,0.06588793565645701,741
ERFL1,634,634,107,107,0.0,0.0,741
ERFL3,634,634,107,107,0.0,0.0,741
ERG,646,634,95,107,0.027051324554517794,-0.17161137807019913,741
ESR1,634,634,107,107,0.0,0.0,741
ESR2A,634,634,107,107,0.0,0.0,741
ESR2B,634,634,107,107,0.0,0.0,741
ESRRA,634,634,107,107,0.0,0.0,741
ESRRB,634,634,107,107,0.0,0.0,741
ESRRD,634,634,107,107,0.0,0.0,741
ESRRGA,634,634,107,107,0.0,0.0,741
ESRRGB,634,634,107,107,0.0,0.0,741
ETS2,634,634,107,107,0.0,0.0,741
ETV1,634,634,107,107,0.0,0.0,741
ETV2,634,634,107,107,0.0,0.0,741
ETV4,618,634,123,107,-0.03687600223503262,0.20104751893809295,741
ETV5A,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
ETV5B,576,634,165,107,-0.13841402869709488,0.6248552278446688,741
ETV7,634,634,107,107,0.0,0.0,741
EVE1,631,634,110,107,-0.006842835156858206,0.0398927271235125,741
EVX2,634,634,107,107,0.0,0.0,741
FAM60AL,582,634,159,107,-0.12346368723112346,0.5714159688832084,741
FBXO41,634,634,107,107,0.0,0.0,741
FERD3L,634,634,107,107,0.0,0.0,741
FEV,634,634,107,107,0.0,0.0,741
FEZF1,634,634,107,107,0.0,0.0,741
FEZF2,634,634,107,107,0.0,0.0,741
FIGLA,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
FLAD1,636,634,105,107,0.004543925144948079,-0.027221468735024314,741
FLI1A,634,634,107,107,0.0,0.0,741
FLI1B,634,634,107,107,0.0,0.0,741
FO681350.1,639,634,102,107,0.0113330908075871,-0.06904164442965136,741
FO704584.1,634,634,107,107,0.0,0.0,741
FO704584.2,630,634,111,107,-0.009131011752128378,0.05294887994895902,741
FO704755.1,635,634,106,107,0.0022737515201209325,-0.01354653183794777,741
FO834842.1,634,634,107,107,0.0,0.0,741
FO834877.1,633,634,108,107,-0.0022773407110659246,0.01342051576232144,741
FOSAA,634,634,107,107,0.0,0.0,741
FOSAB,579,634,162,107,-0.13091949215017068,0.5983830164834777,741
FOSB,634,634,107,107,0.0,0.0,741
FOSL1A,634,634,107,107,0.0,0.0,741
FOSL1B,634,634,107,107,0.0,0.0,741
