index,fate_excluding_DCs,fate_excluding_Ery_1,fate_excluding_HSC_1,fate_excluding_Mono_1,fate_excluding_Precursors,fate_excluding_HSC_2,fate_excluding_Mono_2,fate_excluding_Ery_2
Run5_192653655693100,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192653686848923,Ery_1,Mega,Ery_1,Ery_2,Mega,Ery_1,Ery_2,Ery_1
Run5_192653687208861,Mono_1,Mono_1,Mono_1,Mono_2,Mono_2,Mono_1,Mono_2,Mono_1
Run5_192653687405291,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Mega,Ery_2,Ery_1
Run5_192653687441710,DCs,DCs,DCs,DCs,Mono_1,Precursors,Mega,DCs
Run5_192678083644829,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192678095603557,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_192678095637236,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_192678114773926,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192718870792101,Mega,DCs,DCs,Mega,Ery_2,DCs,DCs,Mega
Run5_192718871062811,Mono_1,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192718885283691,Mono_2,DCs,DCs,Mega,Mono_1,Mega,DCs,Ery_2
Run5_192718885795558,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_192718897592045,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192718898059126,DCs,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_192718916507869,Ery_1,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192718916512493,Mono_1,Mono_1,DCs,DCs,Mono_1,DCs,Mono_2,DCs
Run5_192718917294373,Mono_2,Mega,Mega,DCs,Mono_1,Mega,Mega,DCs
Run5_192729608572125,DCs,DCs,Mega,DCs,Mega,Mega,DCs,Mega
Run5_192729622703333,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_192729635318685,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192729635511141,DCs,DCs,Mono_2,DCs,Mega,DCs,Mono_2,DCs
Run5_192745848065261,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_192745848129885,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_192745862982428,DCs,DCs,DCs,DCs,Mega,Mega,Mega,DCs
Run5_192745863334188,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_192745863342309,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192745863559517,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_192745875393902,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192745875824029,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_192745876088540,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_192745894177588,Ery_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_192747056024500,Ery_2,Mega,Mega,Mega,Mega,Mega,Mega,Ery_2
Run5_192747056545203,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192747056810397,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192747071269099,Ery_2,Mega,Mono_1,DCs,Mega,Precursors,Mega,Mono_1
Run5_192747102164773,DCs,DCs,Ery_2,DCs,Mono_2,DCs,DCs,Mono_1
Run5_192747102420395,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_192788797775197,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192788843883420,Mono_1,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_192806917433763,Ery_1,DCs,DCs,DCs,Mega,DCs,Mega,Mono_1
Run5_192806964120997,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_192859679898339,Mono_2,Mono_1,Mono_2,DCs,Mono_2,Mono_1,Mono_2,DCs
Run5_192859679934365,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_192859692492595,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_192859692776670,DCs,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,DCs
Run5_192859711592365,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195426056628588,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195426056849253,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195426057119468,Ery_2,Mega,Mega,DCs,Ery_2,Mega,DCs,Mega
Run5_195426057144540,Ery_1,DCs,Precursors,DCs,Ery_2,DCs,Mega,DCs
Run5_195426069440940,Ery_1,DCs,DCs,DCs,Ery_2,DCs,DCs,DCs
Run5_195426069460838,DCs,DCs,DCs,DCs,Ery_2,DCs,Mega,Mono_1
Run5_195426069924254,Mono_1,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195426088283052,Mono_1,Mono_1,Ery_2,DCs,Mono_1,DCs,Mono_2,Mega
Run5_195546194524956,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195546194556660,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195546212919582,Mono_2,Mono_2,Mono_1,DCs,DCs,Mono_1,Mono_2,DCs
Run5_195546213669675,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195547374668590,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195547402227061,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195547402488691,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195547421662627,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run5_195562288142755,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_195562300915123,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195562319787948,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195562319858547,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195606445476261,Mono_2,Mega,Ery_2,Ery_2,Mono_1,Ery_1,Mono_1,Ery_1
Run5_195606445518134,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_1
Run5_195606445677876,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195606457793755,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195606458251564,DCs,Mono_2,DCs,DCs,Mono_1,Mono_1,DCs,Mono_1
Run5_195606458591477,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195606476929309,Ery_2,Mono_1,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195615826336542,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_195622429742947,Mono_2,DCs,Mono_1,DCs,Mega,Precursors,DCs,DCs
Run5_195622430165421,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_195622448609708,DCs,DCs,DCs,DCs,Mono_1,DCs,Mega,Mega
Run5_195623342234917,Mega,Mega,DCs,DCs,DCs,Ery_1,DCs,Mega
Run5_195623369501430,DCs,Mono_1,DCs,DCs,Mono_1,DCs,Mono_2,Mono_1
Run5_195623369960755,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195623370049883,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1
Run5_195623388559670,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195625757886261,Ery_2,Mega,Ery_1,Mega,Ery_2,Ery_1,Mega,Ery_1
Run5_195625773119846,DCs,Mega,DCs,Ery_2,Mega,HSC_2,DCs,DCs
Run5_195625773387165,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run5_195625785604396,Mono_1,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195625804217245,Mono_1,Mono_2,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195958617790259,Mono_2,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_195958617815789,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_195958617892636,Ery_1,Mega,HSC_1,Ery_2,Mega,Mega,Ery_2,Ery_1
Run5_195958618351990,Ery_1,Mega,Ery_2,Mega,Ery_1,Mega,DCs,Mono_1
Run5_195958632529315,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_195958632566134,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_195958632996134,DCs,DCs,DCs,DCs,Mega,Precursors,DCs,DCs
Run5_195958645050611,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195958645844702,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195967073537246,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_195967073605980,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195967089035190,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_195967089073564,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run5_195967101593454,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_195967119903531,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Mega,Ery_2,Mega
Run5_195967120502059,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196019686858011,DCs,DCs,DCs,DCs,DCs,DCs,Mega,DCs
Run5_196019687483237,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196019701636523,Ery_2,Mega,Mega,Mega,Ery_2,Ery_2,Mega,Mega
Run5_196019701893942,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_196019702098356,Mono_1,DCs,DCs,DCs,Ery_1,Ery_1,Mega,Mono_2
Run5_196019702323509,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_196019702324517,Ery_2,DCs,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Mega
Run5_196019714186036,Mono_2,Mono_1,Mono_1,DCs,DCs,Mono_1,DCs,DCs
Run5_196019733845724,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196043578194677,DCs,Mega,Mega,Ery_2,HSC_1,Mega,DCs,DCs
Run5_196043592383782,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196043592559973,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run5_196043592617316,DCs,DCs,DCs,HSC_2,Mega,DCs,DCs,DCs
Run5_196043592910699,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196043605694316,HSC_2,DCs,DCs,DCs,Mega,Ery_1,Mega,DCs
Run5_196043624298355,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,Mono_1
Run5_196113236618462,Ery_2,DCs,Mega,DCs,Mega,DCs,DCs,Mega
Run5_196113252145396,DCs,Mono_1,DCs,DCs,Mono_1,DCs,Mono_2,Mono_1
Run5_196113263905565,Ery_2,Ery_1,Mega,Ery_2,Mega,Ery_2,Ery_2,Ery_2
Run5_196113264204595,Mega,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_196113282746270,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_196113282821429,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196113283333542,HSC_2,DCs,Ery_2,DCs,Mega,DCs,Mega,DCs
Run5_196163837484253,Mono_1,DCs,Ery_2,Ery_2,Mega,Mega,DCs,DCs
Run5_196163851374004,DCs,DCs,DCs,DCs,Mega,Mono_1,DCs,DCs
Run5_196163864214877,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196163864316653,Mono_2,DCs,DCs,DCs,DCs,Mono_1,Mega,DCs
Run5_196174305679267,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,Mono_2
Run5_196174320646891,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_196174320655156,Ery_1,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196174333204774,Mono_1,DCs,Mono_1,DCs,DCs,DCs,Mono_1,DCs
Run5_196174351881963,DCs,HSC_2,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196174352082804,Precursors,Precursors,DCs,DCs,Mono_1,DCs,Mega,Mega
Run5_196174352432556,Mega,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196174352668380,DCs,DCs,DCs,Mega,Mono_1,Precursors,DCs,DCs
Run5_196180748429748,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_196180748688101,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196180749006708,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_196180763102627,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196180763596700,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Ery_1
Run5_196180794821542,Mono_2,Mega,DCs,DCs,Mega,DCs,DCs,DCs
Run5_196180794882780,DCs,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_196527701018355,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196527701059949,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196527701244341,Ery_2,DCs,Mega,DCs,Ery_2,Precursors,Mega,DCs
Run5_196527701281691,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196527716186342,Ery_2,DCs,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run5_196527716231580,Mono_2,Mono_1,DCs,DCs,DCs,DCs,Mega,Mono_2
Run5_196527728769773,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1,Mono_1
Run5_196527728802213,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_196527747656606,Mono_2,DCs,DCs,DCs,Mono_1,Mono_1,DCs,DCs
Run5_196527747709853,DCs,Mega,DCs,Mega,Ery_2,Mega,Mega,DCs
Run5_196638176884524,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_196638177193270,DCs,DCs,DCs,DCs,HSC_2,HSC_1,DCs,DCs
Run5_196638189702558,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_196638189971363,HSC_2,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_196638190030044,Mono_1,DCs,HSC_2,Mega,Ery_2,Mono_1,Mega,Mega
Run5_196638190225763,Mega,Mega,Mega,Mega,Mega,Ery_1,Ery_2,Mega
Run5_196715471816621,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run5_196715471924581,Mega,Mega,Ery_2,Ery_2,Mega,Mega,Ery_2,Ery_1
Run5_196715472075180,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_196715486563555,DCs,HSC_1,DCs,DCs,DCs,DCs,Mega,DCs
Run5_196715517794734,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_196715517990773,Ery_1,DCs,Ery_2,DCs,Mono_1,Mega,DCs,Mono_1
Run5_196715518278579,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197058278647539,DCs,HSC_2,DCs,DCs,Mono_1,DCs,Mono_1,DCs
Run5_197058290993971,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197058291154269,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,Mega
Run5_197058291779427,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_1,DCs
Run5_197058309802347,Mono_1,DCs,Ery_2,DCs,Ery_1,Mega,DCs,DCs
Run5_197058310388462,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197060143499614,DCs,Mega,Precursors,DCs,Ery_2,HSC_2,Ery_1,Mono_1
Run5_197060157401828,Mono_1,Mono_1,Mono_1,DCs,Mono_2,Mono_1,Mono_2,Mono_1
Run5_197060157627230,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197060157730102,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197060157950692,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197060169973099,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197060170008990,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_197060170561438,DCs,Mono_1,DCs,DCs,Mega,DCs,DCs,DCs
Run5_197068867155814,Mono_1,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197068867451253,DCs,Mono_1,Mono_1,DCs,Mono_1,DCs,Ery_2,Mono_1
Run5_197068867464412,DCs,DCs,DCs,DCs,Mono_1,DCs,Mega,DCs
Run5_197068882045795,DCs,Mono_1,DCs,DCs,DCs,Precursors,DCs,DCs
Run5_197068882337116,DCs,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run5_197068913068788,Mono_2,Mono_2,DCs,DCs,Ery_1,Mono_1,Mono_2,Mono_1
Run5_197135439182046,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197135453805292,Mega,Mega,Mega,Mega,Mega,Mega,Mega,Mega
Run5_197135453842852,DCs,Mono_1,DCs,DCs,Mega,DCs,Mono_1,DCs
Run5_197135453862187,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197135466191731,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197145236728115,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run5_197145237052709,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run5_197145251960540,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_2
Run5_197145251997598,DCs,DCs,DCs,DCs,Mega,DCs,DCs,DCs
Run5_197145252284837,Mono_1,DCs,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_197145264340214,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197185785415531,Ery_2,Mega,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_1
Run5_197185785785588,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197185797798310,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197185798069533,Mono_2,Mono_1,Mono_1,DCs,Mono_1,DCs,DCs,DCs
Run5_197185798301603,Mega,Mega,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197185817466588,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_197188186398123,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197188187182902,Mono_2,DCs,Mega,DCs,DCs,Ery_1,DCs,Mega
Run5_197188201691508,Mono_2,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197188213984157,Mega,DCs,Mega,Ery_2,Mega,Ery_1,DCs,Mega
Run5_197188214515957,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197188233320284,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197206037616539,Mono_2,Mono_1,DCs,DCs,Mono_2,DCs,DCs,DCs
Run5_197206037674717,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197206052039454,DCs,Mono_1,DCs,DCs,Mono_2,DCs,DCs,Mono_2
Run5_197206052386549,Mega,DCs,Mega,Mega,Ery_2,Ery_1,Ery_2,Ery_1
Run5_197206052617462,Ery_2,DCs,Ery_2,DCs,Mega,Mega,Mega,Mono_2
Run5_197206064883572,Mono_1,Mono_1,Mono_1,DCs,Mono_1,DCs,DCs,DCs
Run5_197206065400555,Ery_1,Mono_1,Mega,Mega,Ery_2,Ery_2,Ery_2,Mega
Run5_197206083758939,HSC_2,Mono_1,DCs,DCs,Mono_1,DCs,DCs,Mega
Run5_197213553880292,Ery_2,DCs,Mega,Mono_1,Mega,Mega,Mega,DCs
Run5_197213568489189,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run5_197213581625717,Ery_2,Mega,DCs,Mega,Mega,Mono_1,Ery_1,DCs
Run5_197213599684979,DCs,DCs,DCs,DCs,Mega,Mega,Ery_2,Ery_2
Run5_197213599750044,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_197213599947573,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197213600202163,DCs,DCs,Mega,DCs,Mono_1,Ery_1,DCs,Mono_2
Run5_197256771755294,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_197256772536675,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197256786328491,DCs,Mono_1,Mono_1,Ery_2,DCs,Mono_1,Mono_1,Mono_1
Run5_197256787216805,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197256799775579,DCs,Mono_1,DCs,Mega,Mega,DCs,DCs,DCs
Run5_197264019504029,DCs,Mega,Ery_2,Mega,Ery_1,DCs,DCs,DCs
Run5_197264019712876,Mono_1,Mono_1,Mono_1,Mono_2,Mono_1,Mono_1,Mono_1,Mono_1
Run5_197264019737437,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197264020258084,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197264034426085,Ery_2,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_197264047237411,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2
Run5_199865964586907,Ery_2,Mega,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_199865979066163,Ery_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_199865979587316,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_199865991814365,Mono_2,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_199865992432366,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_199934549609195,Mono_1,DCs,DCs,DCs,Mono_1,DCs,DCs,DCs
Run5_199934550064051,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_199934564219819,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run5_199934564223404,Ery_1,DCs,Mega,Mega,DCs,Ery_1,DCs,Mega
Run5_199934564264886,Mono_2,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_199934564747571,DCs,DCs,DCs,DCs,DCs,Ery_1,DCs,DCs
Run5_199934564783836,Ery_2,Mega,Mega,Mega,Ery_1,Mono_1,Ery_1,Ery_2
Run5_199934577600227,Ery_2,Mono_1,Ery_2,DCs,Ery_1,Mega,Ery_2,Precursors
Run5_199934595685094,Ery_2,Ery_1,Ery_1,Ery_2,Ery_2,Ery_1,Ery_2,Ery_2
Run5_199934595713387,HSC_2,DCs,DCs,DCs,Mono_1,DCs,Mega,DCs
Run5_199944347504030,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_199944374998774,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_199944394402717,Mono_2,DCs,DCs,DCs,DCs,DCs,Mono_2,DCs
Run5_199962332882806,Ery_1,DCs,Ery_2,Ery_2,Mega,Mono_1,Ery_1,Ery_1
Run5_199962333199093,Mono_2,DCs,DCs,DCs,Ery_1,DCs,DCs,Mono_2
Run5_199962347355555,Mega,DCs,Ery_2,Ery_2,Ery_2,Ery_1,Mono_1,Mega
Run5_199962347396523,Ery_1,DCs,DCs,DCs,Mega,Precursors,Mega,Mono_1
Run5_199962347879670,DCs,DCs,DCs,Mega,Ery_2,DCs,Mono_2,Mega
Run5_199962360658678,Ery_1,DCs,Mega,Mega,Mega,Mega,Ery_2,Mega
Run5_199962379274099,Mono_2,Mega,Mega,DCs,Mono_1,Mega,Mega,DCs
Run5_200348208680219,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_1,Mono_1
Run5_200348209112932,DCs,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_200348223302372,Mono_1,Mono_1,Mono_1,DCs,Mono_1,Mono_1,Mono_2,Mono_2
Run5_200348223367398,Ery_2,Ery_1,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_200348224149723,Mono_2,DCs,Ery_1,Ery_2,Mega,Ery_1,Mega,DCs
Run5_200348254725862,Mono_2,Mono_1,Mono_1,DCs,Mono_2,Mono_2,Mono_1,Mono_1
Run5_200363939838828,DCs,Mono_1,DCs,DCs,DCs,DCs,DCs,DCs
Run5_200363940141340,Ery_1,DCs,DCs,DCs,DCs,DCs,DCs,DCs
Run5_200416659688862,Ery_1,Mega,Ery_2,Ery_2,Ery_2,Ery_2,Ery_2,Ery_1
Run5_200416659696437,Ery_1,Mega,Ery_1,Ery_2,Ery_1,Ery_2,Ery_1,Ery_1
Run5_200416674364835,Mono_1,DCs,Mono_1,DCs,DCs,Mono_1,Mono_1,Mono_2
Run5_200416687507867,DCs,DCs,Mono_1,DCs,Mono_2,DCs,DCs,DCs
Run5_200426606710134,Mono_1,Mono_2,DCs,DCs,Mono_1,Mono_1,Mono_2,Mono_1
